Name,Card Type,Rating,Current Index,Current Price,General Position,Position,Nation,Club,League
Borja Mayoral,Non-Inform,77,101.45,558.0,Forward,ST,Spain,Levante UD,ESP 1
Diego Llorente,Non-Inform,77,65.93,445.0,Defender,CB,Spain,Real Sociedad,ESP 1
Mukiele,Non-Inform,77,95.88,767.0,Defender,CB,France,RB Leipzig,GER 1
Djiku,Non-Inform,77,87.5,700.0,Defender,CB,France,RC Strasbourg,FRA 1
Cyprien,Non-Inform,77,93.33,700.0,Midfielder,CM,France,OGC Nice,FRA 1
Mechele,Non-Inform,77,69.57,400.0,Defender,CB,Belgium,Club Brugge,BEL 1
Max,Non-Inform,77,74.29,780.0,Defender,LB,Germany,FC Augsburg,GER 1
Lukaku,Non-Inform,77,100.0,700.0,Midfielder,LM,Belgium,Lazio,ITA 1
Marçal,Non-Inform,77,44.3,443.0,Defender,LB,Brazil,Olympique Lyonnais,FRA 1
Sisto,Non-Inform,77,61.54,400.0,Forward,LW,Denmark,RC Celta de Vigo,ESP 1
Sergio Rico,Non-Inform,77,105.56,475.0,Goalkeeper,GK,Spain,Paris Saint-Germain,FRA 1
Vargas,Non-Inform,77,76.19,400.0,Midfielder,CAM,Chile,Tigres U.A.N.L.,MEX 1
Weiser,Non-Inform,77,102.56,1000.0,Defender,RB,Germany,Bayer 04 Leverkusen,GER 1
Younes,Non-Inform,77,82.35,700.0,Midfielder,LM,Germany,Napoli,ITA 1
De Sciglio,Non-Inform,77,47.37,450.0,Defender,RB,Italy,Piemonte Calcio,ITA 1
Hughes,Non-Inform,77,63.08,410.0,Midfielder,RM,England,Watford,ENG 1
Grealish,Non-Inform,77,300.0,1500.0,Midfielder,CAM,England,Aston Villa,ENG 1
Hernández,Non-Inform,77,64.0,400.0,Midfielder,CM,Chile,Independiente,ARG 1
Shelvey,Non-Inform,77,80.0,400.0,Midfielder,CM,England,Newcastle United,ENG 1
Tonelli,Non-Inform,77,1416.67,10625.0,Defender,CB,Italy,Napoli,ITA 1
Pablo,Non-Inform,77,64.77,421.0,Defender,CB,Brazil,Girondins de Bordeaux,FRA 1
Ristovski,Non-Inform,77,60.42,725.0,Defender,RB,FYR Macedonia,Sporting CP,POR 1
Chiricheș,Non-Inform,77,59.0,413.0,Defender,CB,Romania,Sassuolo,ITA 1
Koubek,Non-Inform,77,100.0,700.0,Goalkeeper,GK,Czech Republic,FC Augsburg,GER 1
Saponara,Non-Inform,77,705.56,6350.0,Midfielder,CAM,Italy,Genoa,ITA 1
Tomás Pina,Non-Inform,77,66.67,400.0,Midfielder,CM,Spain,Deportivo Alavés,ESP 1
Salcedo,Non-Inform,77,66.67,400.0,Defender,CB,Mexico,Tigres U.A.N.L.,MEX 1
Aritz Elustondo,Non-Inform,77,48.48,400.0,Defender,CB,Spain,Real Sociedad,ESP 1
Højbjerg,Non-Inform,77,186.6,933.0,Midfielder,CM,Denmark,Southampton,ENG 1
Trezeguet,Non-Inform,77,66.67,400.0,Forward,LW,Egypt,Aston Villa,ENG 1
Audero,Non-Inform,77,72.73,400.0,Goalkeeper,GK,Italy,Sampdoria,ITA 1
Colley,Non-Inform,77,97.52,707.0,Defender,CB,Gambia,Sampdoria,ITA 1
Alex Berenguer,Non-Inform,77,50.0,400.0,Midfielder,LM,Spain,Torino,ITA 1
Rodríguez,Non-Inform,77,388.89,1750.0,Midfielder,CDM,Argentina,América,MEX 1
Domínguez,Non-Inform,77,118.18,650.0,Midfielder,LM,Paraguay,Independiente,ARG 1
Laimer,Non-Inform,77,100.86,706.0,Midfielder,CM,Austria,RB Leipzig,GER 1
Borré,Non-Inform,77,100.0,400.0,Forward,ST,Colombia,Nunez,ARG 1
Schöpf,Non-Inform,77,90.91,500.0,Midfielder,RM,Austria,FC Schalke 04,GER 1
Bednarek,Non-Inform,77,8.65,400.0,Defender,CB,Poland,Southampton,ENG 1
Brooks,Non-Inform,77,80.0,400.0,Midfielder,RM,Wales,Bournemouth,ENG 1
Sanabria,Non-Inform,77,90.0,450.0,Forward,ST,Paraguay,Genoa,ITA 1
Pedro Henrique,Non-Inform,77,90.32,700.0,Defender,CB,Brazil,Vitória Guimarães,POR 1
Escalante,Non-Inform,77,180.0,900.0,Midfielder,CDM,Argentina,SD Eibar,ESP 1
Simeone,Non-Inform,77,20.0,400.0,Forward,ST,Argentina,Cagliari,ITA 1
Palomino,Non-Inform,77,48.48,400.0,Defender,CB,Argentina,Atalanta,ITA 1
Ferreyra,Non-Inform,77,392.67,1767.0,Forward,ST,Argentina,RCD Espanyol,ESP 1
Elneny,Non-Inform,77,100.0,9900.0,Midfielder,CDM,Egypt,Arsenal,ENG 1
Bentaleb,Non-Inform,77,263.0,1578.0,Midfielder,CM,Algeria,FC Schalke 04,GER 1
Acheampong,Non-Inform,77,100.0,700.0,Forward,ST,Ghana,Tianjin Teda,CHN 1
Gerhardt,Non-Inform,77,87.0,435.0,Midfielder,CM,Germany,VfL Wolfsburg,GER 1
Funes Mori,Non-Inform,77,84.21,400.0,Forward,ST,Argentina,Monterrey,MEX 1
Herrmann,Non-Inform,77,76.92,500.0,Midfielder,RM,Germany,Borussia M.gladbach,GER 1
Roberto,Non-Inform,77,124.51,950.0,Goalkeeper,GK,Spain,Deportivo Alavés,ESP 1
Tomori,Non-Inform,77,35.51,700.0,Defender,CB,England,Chelsea,ENG 1
Isak,Non-Inform,77,93.46,715.0,Forward,ST,Sweden,Real Sociedad,ESP 1
Tosun,Non-Inform,77,143.44,700.0,Forward,ST,Turkey,Crystal Palace,ENG 1
Osimhen,Non-Inform,77,91.84,743.0,Forward,ST,Nigeria,LOSC Lille,FRA 1
Adama Traoré,Non-Inform,77,79.89,2375.0,Forward,RW,Spain,Wolverhampton Wanderers,ENG 1
Zaniolo,Non-Inform,77,74.39,700.0,Midfielder,CAM,Italy,Roma,ITA 1
James,Non-Inform,77,59.26,800.0,Midfielder,RM,Wales,Manchester United,ENG 1
Slimani,Non-Inform,77,134.23,1588.0,Forward,ST,Algeria,AS Monaco,FRA 1
Bentaleb,Non-Inform,77,244.07,1667.0,Midfielder,CM,Algeria,Newcastle United,ENG 1
Pereiro,Non-Inform,77,63.19,400.0,Midfielder,CAM,Uruguay,Cagliari,ITA 1
Özyakup,Non-Inform,77,54.2,400.0,Midfielder,CM,Turkey,Feyenoord,NED 1
Claudemir,Non-Inform,77,42.64,400.0,Midfielder,CDM,Brazil,Sivasspor,TUR 1
Niederlechner,Non-Inform,77,40.77,700.0,Forward,ST,Germany,FC Augsburg,GER 1
Castro,Non-Inform,77,33.85,440.0,Midfielder,CM,Argentina,Spal,ITA 1
Cabaye,Non-Inform,77,114.29,1000.0,Midfielder,CM,France,AS Saint-Étienne,FRA 1
Vallejo,Non-Inform,77,51.42,617.0,Defender,CB,Spain,Granada CF,ESP 1
Abila,Non-Inform,77,1354.92,6612.0,Forward,ST,Argentina,Buenos Aires,ARG 1
Baier,Non-Inform,77,193.4,967.0,Midfielder,CDM,Germany,FC Augsburg,GER 1
Aguilar,LibertadoresMOTM,77,105.26,10000.0,Goalkeeper,GK,Paraguay,Olimpia,CON1
Huntelaar,Non-Inform,77,50.0,400.0,Forward,ST,Netherlands,Ajax,NED 1
Young,Non-Inform,77,41.35,490.0,Defender,LB,England,Inter,ITA 1
Rodríguez,Non-Inform,77,70.5,423.0,Midfielder,CDM,Argentina,Real Betis Balompié,ESP 1
Juanmi,Non-Inform,77,64.15,433.0,Forward,LW,Spain,Real Betis Balompié,ESP 1
Barrow,Inform,77,220.61,20958.0,Midfielder,LM,Gambia,Bologna,ITA 1
Palacios,ChampionsLeagueRare,77,108.38,1060.0,Midfielder,CM,Argentina,Bayer 04 Leverkusen,GER 1
Drinkwater,Non-Inform,77,212.77,1183.0,Midfielder,CM,England,Aston Villa,ENG 1
Palacios,Non-Inform,77,73.45,700.0,Midfielder,CM,Argentina,Bayer 04 Leverkusen,GER 1
Pizarro,Non-Inform,77,99.72,700.0,Midfielder,CAM,Mexico,Inter Miami,USA 1
Oviedo,TOTWMoments,77,605.26,57500.0,Defender,LB,Costa Rica,FC København,DEN 1
Centurión,Non-Inform,77,820.14,5700.0,Midfielder,LM,Argentina,Vélez Sarsfield,ARG 1
Malli,Non-Inform,77,558.38,4400.0,Midfielder,LM,Turkey,1. FC Union Berlin,GER 1
Wright-Phillips,Non-Inform,77,80.35,417.0,Forward,ST,England,Los Angeles FC,USA 1
Borja Mayoral,ChampionsLeagueCommon,77,86.28,522.0,Forward,ST,Spain,Real Madrid,ESP 1
Caqueret,ChampionsLeagueMOTM,77,213.16,20250.0,Midfielder,CM,France,Olympique Lyonnais,FRA 1
Martins,MOTM,77,201.76,19167.0,Midfielder,CDM,Luxemburg,BSC Young Boys,CHE 1
Borja Mayoral,Non-Inform,77,59.88,400.0,Forward,ST,Spain,Real Madrid,ESP 1
Miranda,Non-Inform,77,2164.71,9200.0,Midfielder,CM,Argentina,Racing Club de Avellaneda,ARG 1
Young,ChampionsLeagueCommon,77,67.46,790.0,Defender,LB,England,Inter,ITA 1
Petratos,Inform,77,578.95,55000.0,Midfielder,CAM,Australia,Newcastle Jets,AUS 1
Iván Ramis,Non-Inform,77,367.74,2850.0,Defender,CB,Spain,SD Eibar,ESP 1
Pyatov,Non-Inform,77,57.14,400.0,Goalkeeper,GK,Ukraine,Shakhtar Donetsk,UKR 1
Iván Cuéllar,Non-Inform,77,80.0,400.0,Goalkeeper,GK,Spain,CD Leganés,ESP 1
Jô,Non-Inform,77,181.68,863.0,Forward,ST,Brazil,Nagoya Grampus,JPN 1
Ighalo,Non-Inform,77,328.57,2300.0,Forward,ST,Nigeria,Shanghai Greenland Shenhua,CHN 1
Poli,Non-Inform,77,58.13,436.0,Midfielder,CM,Italy,Bologna,ITA 1
Claudemir,Non-Inform,77,316.92,2060.0,Midfielder,CDM,Brazil,Braga,POR 1
Douglas,Non-Inform,77,57.89,550.0,Goalkeeper,GK,Brazil,Vitória Guimarães,POR 1
Bou,Non-Inform,77,73.64,405.0,Forward,ST,Argentina,New England Revolution,USA 1
Dragović,Non-Inform,77,62.71,486.0,Defender,CB,Austria,Bayer 04 Leverkusen,GER 1
Aziz,Non-Inform,77,82.35,700.0,Defender,CB,Turkey,Fenerbahçe,TUR 1
Suárez,Non-Inform,77,88.89,400.0,Forward,ST,Argentina,Nunez,ARG 1
Janmaat,Non-Inform,77,57.73,433.0,Defender,RB,Netherlands,Watford,ENG 1
Ogbonna,Non-Inform,77,60.0,450.0,Defender,CB,Italy,West Ham United,ENG 1
Burgstaller,Non-Inform,77,72.73,400.0,Forward,ST,Austria,FC Schalke 04,GER 1
Rômulo,Non-Inform,77,933.29,6533.0,Midfielder,RM,Italy,Brescia,ITA 1
Pröpper,Non-Inform,77,88.89,400.0,Midfielder,CM,Netherlands,Brighton and Hove Albion,ENG 1
Tosun,Non-Inform,77,34.78,400.0,Forward,ST,Turkey,Everton,ENG 1
Gudelj,Non-Inform,77,101.43,710.0,Midfielder,CDM,Serbia,Sevilla FC,ESP 1
El Arabi,Non-Inform,77,88.89,400.0,Forward,ST,Morocco,Olympiacos CFP,GRE 1
Renan Ribeiro,Non-Inform,77,63.56,429.0,Goalkeeper,GK,Brazil,Sporting CP,POR 1
Özyakup,Non-Inform,77,982.6,4913.0,Midfielder,CM,Turkey,Besiktas,TUR 1
Mæhle,ChampionsLeagueRare,77,49.05,4055.0,Defender,RB,Denmark,RC Genk,BEL 1
Fransérgio,Non-Inform,77,75.82,417.0,Midfielder,CM,Brazil,Braga,POR 1
Drinkwater,Non-Inform,77,720.55,3963.0,Midfielder,CM,England,Burnley,ENG 1
Dzagoev,Non-Inform,77,88.89,400.0,Midfielder,CM,Russia,CSKA Moskva,RUS 1
Miguel Veloso,Non-Inform,77,66.67,700.0,Midfielder,CM,Portugal,Hellas Verona,ITA 1
Farfán,Non-Inform,77,108.57,760.0,Midfielder,RM,Peru,Lokomotiv Moskva,RUS 1
Hart,Non-Inform,77,176.92,1150.0,Goalkeeper,GK,England,Burnley,ENG 1
Civelli,Non-Inform,77,97.0,1067.0,Defender,CB,Argentina,Banfield,ARG 1
Young,Non-Inform,77,388.24,3300.0,Defender,RB,England,Manchester United,ENG 1
Clichy,Non-Inform,77,300.0,6000.0,Defender,LB,France,Medipol Başakşehir,TUR 1
Javi García,Non-Inform,77,181.0,1267.0,Midfielder,CDM,Spain,Real Betis Balompié,ESP 1
Gelson Fernandes,Non-Inform,77,134.32,638.0,Midfielder,CDM,Switzerland,Eintracht Frankfurt,GER 1
Wright-Phillips,Non-Inform,77,263.64,1450.0,Forward,ST,England,New York Red Bulls,USA 1
Pellè,Non-Inform,77,68.5,411.0,Forward,ST,Italy,Shandong Luneng Taishan,CHN 1
Layún,Non-Inform,77,77.78,700.0,Defender,RB,Mexico,Monterrey,MEX 1
Ibišević,Non-Inform,77,280.63,1333.0,Forward,ST,Bosnia Herzegovina,Hertha BSC,GER 1
Cvitanich,Non-Inform,77,183.4,917.0,Forward,ST,Argentina,Racing Club de Avellaneda,ARG 1
Junuzović,Non-Inform,77,84.21,400.0,Midfielder,CM,Austria,Red Bull Salzburg,AUT 1
Cahill,Non-Inform,77,64.0,400.0,Defender,CB,England,Crystal Palace,ENG 1
Bravo,Non-Inform,77,257.14,1800.0,Goalkeeper,GK,Chile,Manchester City,ENG 1
Odjidja-Ofoe,Non-Inform,77,53.33,400.0,Midfielder,CM,Belgium,AA Gent,BEL 1
Wernbloom,Non-Inform,77,84.21,400.0,Midfielder,CDM,Sweden,PAOK FC,GRE 1
Schneiderlin,Non-Inform,77,237.82,1308.0,Midfielder,CDM,France,Everton,ENG 1
Gurtner,Non-Inform,77,47.06,400.0,Goalkeeper,GK,France,Amiens SC,FRA 1
Gacinovic,Non-Inform,77,95.33,429.0,Midfielder,CAM,Serbia,Eintracht Frankfurt,GER 1
Akbaba,ChampionsLeagueCommon,77,7.37,624.0,Midfielder,CAM,Turkey,Galatasaray,TUR 1
El Arabi,ChampionsLeagueCommon,77,5.39,412.0,Forward,ST,Morocco,Olympiacos CFP,GRE 1
López,Non-Inform,77,40.0,400.0,Defender,CB,Argentina,Buenos Aires,ARG 1
Roger,Non-Inform,77,72.73,400.0,Forward,ST,Spain,Levante UD,ESP 1
Nacho,Non-Inform,77,76.84,730.0,Defender,LB,Spain,Real Valladolid,ESP 1
Paulinho,Non-Inform,77,61.54,400.0,Forward,ST,Portugal,Braga,POR 1
Andreas Pereira,Non-Inform,77,44.44,400.0,Midfielder,CM,Brazil,Manchester United,ENG 1
Tete,Non-Inform,77,34.78,400.0,Defender,RB,Netherlands,Olympique Lyonnais,FRA 1
Bebou,Non-Inform,77,69.36,867.0,Forward,RW,Togo,TSG 1899 Hoffenheim,GER 1
Wendell,Non-Inform,77,80.0,2000.0,Defender,LB,Brazil,Bayer 04 Leverkusen,GER 1
Sportiello,Non-Inform,77,90.0,450.0,Goalkeeper,GK,Italy,Atalanta,ITA 1
Pérez,Non-Inform,77,220.0,1650.0,Midfielder,CM,Argentina,Independiente,ARG 1
Casco,Non-Inform,77,448.28,13000.0,Defender,LB,Argentina,Nunez,ARG 1
Petagna,Non-Inform,77,100.0,700.0,Forward,ST,Italy,Spal,ITA 1
Lainer,Non-Inform,77,73.86,517.0,Defender,RB,Austria,Borussia M.gladbach,GER 1
Miranda,Non-Inform,77,416.75,1667.0,Midfielder,CM,Argentina,Club Tijuana,MEX 1
Bourigeaud,Non-Inform,77,36.36,400.0,Midfielder,LM,France,Stade Rennais,FRA 1
Meza,Non-Inform,77,47.06,400.0,Forward,LW,Argentina,Monterrey,MEX 1
Lasagna,Non-Inform,77,100.0,700.0,Forward,ST,Italy,Udinese,ITA 1
Cook,Non-Inform,77,80.0,400.0,Midfielder,CM,England,Bournemouth,ENG 1
Boateng,Non-Inform,77,100.0,700.0,Forward,ST,Ghana,Dalian Yifang,CHN 1
Marušić,Non-Inform,77,90.32,700.0,Midfielder,RM,Montenegro,Lazio,ITA 1
Bensebaini,Non-Inform,77,50.0,450.0,Defender,LB,Algeria,Borussia M.gladbach,GER 1
Lopez,Non-Inform,77,66.67,400.0,Midfielder,CM,France,Olympique de Marseille,FRA 1
Pašalić,Non-Inform,77,65.43,458.0,Midfielder,CM,Croatia,Atalanta,ITA 1
Ayhan,Non-Inform,77,646.48,6788.0,Defender,CB,Turkey,Fortuna Düsseldorf,GER 1
Saïss,Non-Inform,77,80.0,400.0,Midfielder,CDM,Morocco,Wolverhampton Wanderers,ENG 1
Strobl,Non-Inform,77,472.73,2600.0,Midfielder,CDM,Germany,Borussia M.gladbach,GER 1
Rubén Sobrino,Non-Inform,77,57.14,400.0,Forward,ST,Spain,Valencia CF,ESP 1
Selnæs,Non-Inform,77,69.57,400.0,Midfielder,CDM,Norway,Shenzhen FC,CHN 1
Luís Neto,Non-Inform,77,53.33,400.0,Defender,CB,Portugal,Sporting CP,POR 1
Stöger,Non-Inform,77,901.05,4280.0,Midfielder,CAM,Austria,Fortuna Düsseldorf,GER 1
Pereyra,Non-Inform,77,84.21,400.0,Midfielder,CM,Uruguay,Orlando City SC,USA 1
Niang,Non-Inform,77,115.2,864.0,Forward,ST,Senegal,Stade Rennais,FRA 1
Reynet,Non-Inform,77,170.12,1361.0,Goalkeeper,GK,France,Toulouse FC,FRA 1
Bittencourt,Non-Inform,77,100.0,700.0,Midfielder,CAM,Germany,Werder Bremen,GER 1
Coady,Non-Inform,77,100.0,700.0,Defender,CB,England,Wolverhampton Wanderers,ENG 1
Piccini,Non-Inform,77,39.53,425.0,Defender,RB,Italy,Valencia CF,ESP 1
Knoche,Non-Inform,77,430.77,2800.0,Defender,CB,Germany,VfL Wolfsburg,GER 1
Trebel,Non-Inform,77,100.0,400.0,Midfielder,CM,France,Anderlecht,BEL 1
Bičakčić,Non-Inform,77,71.5,429.0,Defender,CB,Bosnia Herzegovina,TSG 1899 Hoffenheim,GER 1
Kurzawa,Non-Inform,77,29.41,500.0,Defender,LB,France,Paris Saint-Germain,FRA 1
Vargas,Non-Inform,77,84.21,400.0,Goalkeeper,GK,Colombia,Atlas,MEX 1
Castro,Non-Inform,77,403.57,2825.0,Midfielder,CM,Argentina,Cagliari,ITA 1
Mbabu,Non-Inform,77,52.29,3033.0,Defender,RB,Switzerland,VfL Wolfsburg,GER 1
Benassi,Non-Inform,77,54.8,411.0,Midfielder,CM,Italy,Fiorentina,ITA 1
Boufal,Non-Inform,77,80.0,700.0,Midfielder,LM,Morocco,Southampton,ENG 1
Centurión,Non-Inform,77,1042.77,6778.0,Midfielder,LM,Argentina,Atletico de San Luis,MEX 1
Pizarro,Non-Inform,77,152.43,1067.0,Midfielder,CAM,Mexico,Monterrey,MEX 1
Bernardoni,Non-Inform,77,98.82,840.0,Goalkeeper,GK,France,Nîmes Olympique,FRA 1
Fernández,Non-Inform,77,758.82,6450.0,Forward,ST,Argentina,Portland Timbers,USA 1
Füllkrug,Non-Inform,77,74.18,408.0,Forward,ST,Germany,Werder Bremen,GER 1
Pyatov,ChampionsLeagueCommon,77,4.82,400.0,Goalkeeper,GK,Ukraine,Shakhtar Donetsk,UKR 1
McTominay,Non-Inform,77,94.44,425.0,Midfielder,CDM,Scotland,Manchester United,ENG 1
Emerson,Non-Inform,77,51.08,613.0,Defender,LB,Italy,Chelsea,ENG 1
Martínez,ChampionsLeagueRare,77,9.41,825.0,Defender,CB,Argentina,Ajax,NED 1
Sensi,ChampionsLeagueCommon,77,7.48,662.0,Midfielder,CM,Italy,Inter,ITA 1
Chiquinho,ChampionsLeagueCommon,77,5.44,450.0,Midfielder,CAM,Portugal,SL Benfica,POR 1
van Ginkel,ChampionsLeagueCommon,77,7.51,638.0,Midfielder,CM,Netherlands,Chelsea,ENG 1
Mechele,ChampionsLeagueCommon,77,4.69,400.0,Defender,CB,Belgium,Club Brugge,BEL 1
Rubén Sobrino,ChampionsLeagueCommon,77,7.58,642.0,Forward,ST,Spain,Valencia CF,ESP 1
Marin,ChampionsLeagueCommon,77,5.18,440.0,Midfielder,CM,Romania,Ajax,NED 1
Sportiello,ChampionsLeagueCommon,77,4.82,417.0,Goalkeeper,GK,Italy,Atalanta,ITA 1
Farfán,ChampionsLeagueRare,77,10.92,950.0,Midfielder,RM,Peru,Lokomotiv Moskva,RUS 1
Jorge Meré,Non-Inform,77,37.27,410.0,Defender,CB,Spain,1. FC Köln,GER 1
Laimer,ChampionsLeagueRare,77,8.02,700.0,Midfielder,CM,Austria,RB Leipzig,GER 1
Valverde,ChampionsLeagueCommon,77,31.15,2700.0,Midfielder,CM,Uruguay,Real Madrid,ESP 1
Younes,ChampionsLeagueRare,77,8.02,700.0,Midfielder,LM,Germany,Napoli,ITA 1
Tonelli,ChampionsLeagueCommon,77,119.19,9973.0,Defender,CB,Italy,Napoli,ITA 1
Marçal,ChampionsLeagueCommon,77,7.0,600.0,Defender,LB,Brazil,Olympique Lyonnais,FRA 1
De Sciglio,ChampionsLeagueCommon,77,6.35,540.0,Defender,RB,Italy,Piemonte Calcio,ITA 1
Bravo,ChampionsLeagueRare,77,37.55,3217.0,Goalkeeper,GK,Chile,Manchester City,ENG 1
Junuzovic,ChampionsLeagueCommon,77,4.74,400.0,Midfielder,CM,Austria,Red Bull Salzburg,AUT 1
Diakhaby,ChampionsLeagueCommon,77,7.97,640.0,Defender,CB,France,Valencia CF,ESP 1
Renan Lodi,ChampionsLeagueRare,77,14.83,1300.0,Defender,LB,Brazil,Atlético de Madrid,ESP 1
Emerson,ChampionsLeagueCommon,77,11.09,928.0,Defender,LB,Italy,Chelsea,ENG 1
Cutrone,Non-Inform,77,836.36,4600.0,Forward,ST,Italy,Wolverhampton Wanderers,ENG 1
Luyindama,Non-Inform,77,87.5,700.0,Defender,CB,DR Congo,Galatasaray,TUR 1
Wendel,Non-Inform,77,66.67,400.0,Midfielder,CM,Brazil,Sporting CP,POR 1
Duda,Non-Inform,77,88.89,400.0,Midfielder,CAM,Slovakia,Hertha BSC,GER 1
Miranchuk,Non-Inform,77,61.54,400.0,Midfielder,CAM,Russia,Lokomotiv Moskva,RUS 1
Ünal,Non-Inform,77,112.69,817.0,Forward,ST,Turkey,Real Valladolid,ESP 1
Vallejo,Non-Inform,77,710.26,6925.0,Defender,CB,Spain,Wolverhampton Wanderers,ENG 1
Calvert-Lewin,Non-Inform,77,120.57,844.0,Forward,ST,England,Everton,ENG 1
Nkunku,Non-Inform,77,112.18,617.0,Midfielder,CM,France,RB Leipzig,GER 1
Grujić,Non-Inform,77,88.89,400.0,Midfielder,CDM,Serbia,Hertha BSC,GER 1
Akbaba,Non-Inform,77,33.33,400.0,Midfielder,CAM,Turkey,Galatasaray,TUR 1
Nández,Non-Inform,77,100.0,700.0,Midfielder,CM,Uruguay,Cagliari,ITA 1
Palacios,Non-Inform,77,450.0,3600.0,Midfielder,CM,Argentina,Nunez,ARG 1
Córdoba,Non-Inform,77,61.54,400.0,Forward,LW,Spain,Athletic Club de Bilbao,ESP 1
Sensi,Non-Inform,77,20.95,419.0,Midfielder,CM,Italy,Inter,ITA 1
Arambarri,Non-Inform,77,62.46,406.0,Midfielder,CDM,Uruguay,Getafe CF,ESP 1
Pereiro,Non-Inform,77,690.0,3450.0,Midfielder,CAM,Uruguay,PSV,NED 1
Lees-Melou,Non-Inform,77,88.89,400.0,Midfielder,CM,France,OGC Nice,FRA 1
Diakhaby,Non-Inform,77,32.0,400.0,Defender,CB,France,Valencia CF,ESP 1
Atal,Non-Inform,77,128.57,1800.0,Defender,RB,Algeria,OGC Nice,FRA 1
Martínez,Non-Inform,77,53.57,750.0,Defender,CB,Argentina,Ajax,NED 1
Galeno,Non-Inform,77,61.54,400.0,Forward,LW,Brazil,Braga,POR 1
Paschalakis,Non-Inform,77,100.0,700.0,Goalkeeper,GK,Greece,PAOK FC,GRE 1
Valverde,Non-Inform,77,317.65,2700.0,Midfielder,CM,Uruguay,Real Madrid,ESP 1
Fajr,Non-Inform,77,85.8,429.0,Midfielder,CM,Morocco,Getafe CF,ESP 1
Bizot,Non-Inform,77,84.21,400.0,Goalkeeper,GK,Netherlands,AZ,NED 1
Forrest,Non-Inform,77,100.0,700.0,Midfielder,RM,Scotland,Celtic,SCO 1
Bruno,Non-Inform,77,83.15,967.0,Defender,CB,Spain,Levante UD,ESP 1
Civelli,Non-Inform,77,16.28,700.0,Defender,CB,Argentina,Huracán,ARG 1
Drinkwater,Non-Inform,77,63.23,411.0,Midfielder,CM,England,Chelsea,ENG 1
Drinkwater,ChampionsLeagueCommon,77,89.16,666.0,Midfielder,CM,England,Chelsea,ENG 1
Slimani,Non-Inform,77,29.65,700.0,Forward,ST,Algeria,Leicester City,ENG 1
Wilson Eduardo,Non-Inform,77,66.67,400.0,Midfielder,RM,Angola,Al Ain FC,UAE 1
Ighalo,Non-Inform,77,106.67,800.0,Forward,ST,Nigeria,Manchester United,ENG 1
Germán,Non-Inform,77,21.12,490.0,Defender,CB,Spain,Granada CF,ESP 1
Stevens,Non-Inform,77,141.11,1270.0,Defender,LB,Republic of Ireland,Sheffield United,ENG 1
Barák,Non-Inform,77,81.82,450.0,Midfielder,CM,Czech Republic,Lecce,ITA 1
Buendía,Non-Inform,77,56.52,1240.0,Midfielder,RM,Argentina,Norwich City,ENG 1
Andrei Girotto,Non-Inform,77,83.18,707.0,Defender,CB,Brazil,FC Nantes,FRA 1
Egan,Non-Inform,77,125.8,1463.0,Defender,CB,Republic of Ireland,Sheffield United,ENG 1
Demiral,Non-Inform,77,127.27,700.0,Defender,CB,Turkey,Piemonte Calcio,ITA 1
Diaby,Non-Inform,77,192.24,817.0,Midfielder,LM,France,Bayer 04 Leverkusen,GER 1
Sidibé,Non-Inform,77,58.05,404.0,Defender,RB,France,AS Monaco,FRA 1
Cutrone,Non-Inform,77,51.71,470.0,Forward,ST,Italy,Fiorentina,ITA 1
Saponara,Non-Inform,77,57.98,425.0,Midfielder,CAM,Italy,Lecce,ITA 1
Tonelli,Non-Inform,77,51.62,413.0,Defender,CB,Italy,Sampdoria,ITA 1
Turay,Hero,77,208.79,30083.0,Forward,ST,Sierra Leone,Djurgårdens IF,SWE 1
Deminguet,Inform,77,554.48,52875.0,Midfielder,RM,France,SM Caen,FRA 2
Schleusener,Hero,77,194.74,27750.0,Forward,ST,Germany,1. FC Nürnberg,GER 2
Maikel Mesa,Hero,77,128.07,18250.0,Midfielder,CM,Spain,Albacete Balompié,ESP 2
Scocco,Non-Inform,77,81.3,400.0,Forward,ST,Argentina,Newell's Old Boys,ARG 1
Reynet,Non-Inform,77,71.43,400.0,Goalkeeper,GK,France,Nîmes Olympique,FRA 1
Collins,Hero,77,121.67,14500.0,Forward,ST,Republic of Ireland,Luton Town,ENG 2
Strobl,Non-Inform,77,79.43,417.0,Midfielder,CDM,Germany,FC Augsburg,GER 1
Grujić,ChampionsLeagueCommon,77,63.91,650.0,Midfielder,CDM,Serbia,Liverpool,ENG 1
Bernardoni,Non-Inform,77,66.89,400.0,Goalkeeper,GK,France,Angers SCO,FRA 1
Grujić,Non-Inform,77,73.4,425.0,Midfielder,CDM,Serbia,Liverpool,ENG 1
Meité,Inform,77,277.57,26833.0,Midfielder,RM,Ivory Coast,Reading,ENG 2
Schneiderlin,Non-Inform,77,80.8,404.0,Midfielder,CDM,France,OGC Nice,FRA 1
Centurión,Non-Inform,77,135.27,790.0,Midfielder,LM,Argentina,Racing Club de Avellaneda,ARG 1
Ulvestad,Inform,77,315.79,30000.0,Midfielder,CM,Norway,Djurgårdens IF,SWE 1
Burke,MOTM,77,205.26,19500.0,Forward,ST,Jamaica,SKN St. Pölten,AUT 1
Wind,EuropaLeagueMOTM,77,164.68,15750.0,Forward,CF,Denmark,FC København,DEN 1
