Name,Rating,Position,General Position,Skills,Weakfoot,Age,Height(cm),Weight(kg),Workrate,Foot,Card Type,Nation,Club,League,Total Stats,Average Price,Median Price,Current Price,PAC,Acceleration,Sprint Speed,SHO,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,PAS,Vision,Crossing,FK.Acc.,Short Pass,Long Pass,Curve,DRI,Agility,Balance,Reactions,Ball Control,Dribbling,Composure,DEF,Interceptions,Heading Acc.,Def. Awareness,Stand Tackle,Slide Tackle,PHY,Jumping,Stamina,Strength,Aggression
Morata,83,ST,Forward,3,4,26,189,84,HIGH/HIGH,Right,ChampionsLeagueRare,Spain,Atlético de Madrid,ESP 1,1941,3550.26,2422.0,2560.0,81,75.0,85.0,79,85.0,81.0,80.0,72.0,80.0,70.0,71,76.0,73.0,44.0,78.0,51.0,76.0,79,66.0,58.0,80.0,82.0,83.0,76.0,31,24.0,86.0,37.0,14.0,20.0,72,84.0,70.0,79.0,56.0
Tah,83,CB,Defender,2,4,23,195,97,MED/MED,Right,ChampionsLeagueRare,Germany,Bayer 04 Leverkusen,GER 1,1696,5927.29,4617.0,5250.0,71,64.0,77.0,27,27.0,20.0,44.0,25.0,24.0,38.0,59,61.0,35.0,27.0,75.0,69.0,30.0,58,48.0,38.0,81.0,64.0,55.0,75.0,83,80.0,80.0,83.0,87.0,84.0,81,72.0,64.0,93.0,76.0
Kampl,83,CM,Midfielder,3,4,28,178,67,HIGH/HIGH,Right,ChampionsLeagueRare,Slovenia,RB Leipzig,GER 1,2107,2973.35,1982.0,1113.0,76,83.0,70.0,67,73.0,63.0,69.0,73.0,68.0,64.0,80,82.0,72.0,75.0,84.0,79.0,78.0,85,90.0,82.0,84.0,84.0,86.0,83.0,63,75.0,34.0,65.0,64.0,59.0,62,67.0,90.0,47.0,64.0
Lucas Moura,83,CF,Forward,4,4,27,174,70,HIGH/MED,Right,ChampionsLeagueRare,Brazil,Tottenham Hotspur,ENG 1,2128,8946.2,7000.0,7740.0,92,95.0,89.0,79,82.0,82.0,79.0,76.0,72.0,74.0,76,76.0,75.0,74.0,77.0,74.0,71.0,87,93.0,92.0,81.0,83.0,88.0,82.0,42,50.0,50.0,31.0,43.0,44.0,66,90.0,76.0,57.0,72.0
Draxler,83,CAM,Midfielder,4,5,25,187,77,MED/MED,Right,ChampionsLeagueRare,Germany,Paris Saint-Germain,FRA 1,2129,3800.83,3079.0,5200.0,77,78.0,77.0,79,79.0,76.0,86.0,81.0,80.0,65.0,81,82.0,81.0,76.0,84.0,77.0,78.0,86,80.0,75.0,81.0,88.0,87.0,83.0,55,66.0,65.0,39.0,64.0,44.0,63,75.0,68.0,66.0,48.0
Jorginho,83,CM,Midfielder,3,3,27,180,67,MED/MED,Right,ChampionsLeagueRare,Italy,Chelsea,ENG 1,2117,3433.12,2500.0,2300.0,55,61.0,50.0,63,68.0,57.0,71.0,62.0,71.0,84.0,84,87.0,75.0,76.0,89.0,87.0,75.0,81,77.0,72.0,81.0,85.0,81.0,79.0,70,76.0,56.0,62.0,77.0,70.0,73,58.0,85.0,66.0,79.0
Marco Asensio,83,LW,Forward,4,3,23,182,76,HIGH/MED,Left,ChampionsLeagueRare,Spain,Real Madrid,ESP 1,2073,5508.82,4300.0,4180.0,81,83.0,80.0,80,81.0,78.0,86.0,84.0,79.0,62.0,82,82.0,82.0,76.0,82.0,81.0,83.0,84,79.0,76.0,78.0,87.0,85.0,83.0,43,45.0,57.0,40.0,42.0,39.0,62,58.0,79.0,61.0,45.0
Dúbravka,83,GK,Goalkeeper,1,2,30,190,80,MED/MED,Right,Inform,Slovakia,Newcastle United,ENG 1,59,21996.09,18500.0,29167.0,81,,,84,,,,,,,84,,,,,,,84,,,,,,,50,,,,,,82,,,,
Hasebe,83,CB,Defender,3,3,35,180,72,MED/MED,Right,TOTWMoments,Japan,Eintracht Frankfurt,GER 1,2107,29764.02,25313.0,45500.0,56,54.0,57.0,54,64.0,47.0,57.0,56.0,60.0,64.0,81,81.0,78.0,67.0,85.0,82.0,74.0,75,71.0,75.0,85.0,79.0,70.0,88.0,86,83.0,71.0,91.0,88.0,84.0,73,78.0,68.0,71.0,79.0
Hinteregger,83,CB,Defender,2,3,27,184,83,HIGH/MED,Left,Inform,Austria,Eintracht Frankfurt,GER 1,2088,19499.48,18028.0,24292.0,71,65.0,75.0,65,65.0,51.0,88.0,75.0,52.0,65.0,68,69.0,56.0,66.0,66.0,86.0,61.0,63,65.0,65.0,76.0,66.0,56.0,73.0,84,78.0,82.0,82.0,87.0,84.0,83,89.0,74.0,86.0,85.0
Zaniolo,83,RM,Midfielder,3,3,20,190,79,MED/MED,Left,UELTOTT,Italy,Roma,ITA 1,2186,12939.37,12281.5,21125.0,82,83.0,80.0,79,92.0,83.0,81.0,76.0,50.0,58.0,80,82.0,68.0,60.0,88.0,80.0,74.0,84,76.0,86.0,84.0,86.0,85.0,75.0,67,64.0,68.0,71.0,68.0,56.0,85,51.0,85.0,87.0,89.0
Costil,83,GK,Goalkeeper,1,3,32,187,88,MED/MED,Right,Inform,France,Girondins de Bordeaux,FRA 1,58,19564.64,15547.0,29476.0,84,,,81,,,,,,,82,,,,,,,83,,,,,,,54,,,,,,83,,,,
Tagliafico,83,LB,Defender,3,2,27,172,65,HIGH/HIGH,Left,TOTYNominee,Argentina,Ajax,NED 1,2114,15971.09,14188.0,25333.0,82,80.0,83.0,58,73.0,59.0,67.0,47.0,44.0,46.0,73,68.0,81.0,40.0,78.0,67.0,68.0,77,78.0,83.0,82.0,79.0,73.0,82.0,81,83.0,74.0,84.0,78.0,79.0,82,87.0,92.0,74.0,85.0
Joaquín,83,LM,Midfielder,4,3,38,179,75,HIGH/MED,Right,Inform,Spain,Real Betis Balompié,ESP 1,2053,24209.25,23750.0,37800.0,70,73.0,66.0,82,84.0,84.0,80.0,82.0,71.0,78.0,86,86.0,87.0,79.0,86.0,84.0,89.0,85,70.0,72.0,85.0,86.0,88.0,81.0,47,37.0,67.0,43.0,50.0,41.0,59,32.0,50.0,67.0,55.0
Campaña,83,CM,Midfielder,4,3,26,179,70,MED/MED,Right,Inform,Spain,Levante UD,ESP 1,2197,36990.47,31471.0,100000.0,65,67.0,63.0,76,71.0,76.0,78.0,79.0,66.0,71.0,85,87.0,79.0,81.0,87.0,83.0,85.0,81,67.0,75.0,76.0,85.0,81.0,84.0,76,76.0,67.0,78.0,78.0,70.0,75,64.0,82.0,73.0,68.0
Paredes,83,CM,Midfielder,4,4,25,180,75,MED/MED,Right,Inform,Argentina,Paris Saint-Germain,FRA 1,2231,22452.35,19291.5,65889.0,75,78.0,72.0,71,78.0,58.0,86.0,81.0,75.0,60.0,84,85.0,78.0,80.0,87.0,85.0,81.0,82,79.0,78.0,76.0,85.0,80.0,76.0,75,75.0,62.0,76.0,78.0,78.0,77,65.0,82.0,71.0,86.0
Berghuis,83,RW,Forward,3,2,27,182,75,MED/LOW,Left,Inform,Netherlands,Feyenoord,NED 1,2081,22111.34,18988.5,65000.0,82,86.0,78.0,81,75.0,78.0,87.0,85.0,78.0,71.0,84,86.0,85.0,76.0,81.0,85.0,89.0,84,87.0,72.0,80.0,86.0,85.0,76.0,39,40.0,52.0,36.0,39.0,32.0,65,55.0,75.0,60.0,66.0
Reine-Adélaïde,83,CAM,Midfielder,4,3,21,184,75,HIGH/MED,Right,Ligue1POTM,France,Olympique Lyonnais,FRA 1,2182,,,,86,88.0,84.0,78,83.0,76.0,90.0,71.0,72.0,63.0,80,84.0,76.0,62.0,84.0,75.0,71.0,88,92.0,72.0,77.0,86.0,91.0,80.0,59,73.0,68.0,30.0,75.0,57.0,75,81.0,88.0,73.0,60.0
Dabbur,83,ST,Forward,4,4,27,182,76,MED/LOW,Right,TOTWMoments,Israel,TSG 1899 Hoffenheim,GER 1,2037,23260.47,19886.0,43667.0,80,78.0,81.0,82,89.0,87.0,79.0,72.0,77.0,77.0,70,72.0,53.0,71.0,78.0,67.0,79.0,80,80.0,73.0,83.0,82.0,80.0,78.0,35,20.0,87.0,24.0,40.0,29.0,76,93.0,85.0,82.0,41.0
Osimhen,83,ST,Forward,3,4,20,185,78,HIGH/HIGH,Right,Ligue1POTM,Nigeria,LOSC Lille,FRA 1,2116,,,,90,82.0,95.0,84,82.0,86.0,84.0,81.0,75.0,77.0,76,77.0,79.0,48.0,82.0,61.0,73.0,81,85.0,78.0,78.0,82.0,78.0,78.0,44,35.0,91.0,44.0,44.0,15.0,82,87.0,80.0,83.0,76.0
Akinfeev,83,GK,Goalkeeper,1,3,33,186,78,MED/MED,Right,TOTWMoments,Russia,CSKA Moskva,RUS 1,0,25152.41,20000.0,47667.0,80,,,76,,,,,,,83,,,,,,,87,,,,,,,54,,,,,,85,,,,
Jiménez,83,ST,Forward,3,4,28,188,81,HIGH/HIGH,Right,Inform,Mexico,Wolverhampton Wanderers,ENG 1,2116,21406.08,20937.5,26500.0,81,75.0,85.0,82,87.0,84.0,84.0,72.0,80.0,94.0,75,76.0,73.0,47.0,78.0,75.0,77.0,78,74.0,50.0,81.0,79.0,80.0,81.0,50,55.0,86.0,53.0,38.0,29.0,83,72.0,86.0,81.0,84.0
Khedira,83,CM,Midfielder,2,4,32,189,90,MED/HIGH,Right,ChampionsLeagueRare,Germany,Piemonte Calcio,ITA 1,2132,3533.08,2633.0,2220.0,51,48.0,53.0,74,78.0,68.0,82.0,78.0,78.0,68.0,78,78.0,72.0,60.0,85.0,81.0,64.0,78,55.0,54.0,84.0,83.0,80.0,84.0,80,84.0,76.0,80.0,82.0,74.0,80,66.0,68.0,87.0,82.0
Grimaldo,83,LB,Defender,3,2,24,171,69,HIGH/MED,Left,ChampionsLeagueRare,Spain,SL Benfica,POR 1,2204,6627.85,4460.0,6420.0,85,86.0,84.0,63,75.0,50.0,79.0,79.0,58.0,51.0,79,68.0,84.0,81.0,81.0,79.0,85.0,84,84.0,86.0,83.0,83.0,84.0,81.0,77,81.0,65.0,75.0,78.0,79.0,71,64.0,90.0,63.0,68.0
Aránguiz,83,CM,Midfielder,3,4,30,171,70,MED/MED,Right,ChampionsLeagueRare,Chile,Bayer 04 Leverkusen,GER 1,2193,3203.77,2025.0,1500.0,63,72.0,55.0,72,76.0,66.0,80.0,77.0,68.0,76.0,82,81.0,78.0,76.0,85.0,84.0,75.0,81,80.0,86.0,86.0,83.0,79.0,81.0,74,82.0,53.0,76.0,74.0,72.0,73,61.0,87.0,64.0,80.0
Jović,83,ST,Forward,3,5,21,182,85,MED/MED,Right,ChampionsLeagueRare,Serbia,Real Madrid,ESP 1,1965,3515.11,2383.0,2500.0,77,76.0,77.0,82,84.0,86.0,83.0,76.0,84.0,66.0,68,70.0,67.0,46.0,74.0,58.0,77.0,81,78.0,77.0,83.0,83.0,81.0,79.0,29,23.0,79.0,25.0,26.0,16.0,74,75.0,76.0,78.0,62.0
Otamendi,83,CB,Defender,2,3,31,183,81,MED/HIGH,Right,ChampionsLeagueRare,Argentina,Manchester City,ENG 1,1916,5656.92,3836.0,3990.0,56,55.0,57.0,57,48.0,54.0,69.0,56.0,57.0,45.0,63,53.0,52.0,39.0,75.0,72.0,50.0,61,58.0,58.0,78.0,70.0,51.0,79.0,83,83.0,84.0,82.0,84.0,83.0,78,89.0,65.0,79.0,91.0
Hrádecký,83,GK,Goalkeeper,1,3,28,192,85,MED/MED,Right,ChampionsLeagueRare,Finland,Bayer 04 Leverkusen,GER 1,816,3246.9,1988.0,1400.0,85,38.0,44.0,79,9.0,11.0,52.0,14.0,9.0,20.0,69,53.0,11.0,15.0,15.0,20.0,11.0,86,43.0,39.0,83.0,20.0,10.0,48.0,40,18.0,11.0,10.0,10.0,13.0,82,69.0,34.0,55.0,31.0
Gonçalo Guedes,83,LM,Midfielder,4,4,22,179,68,HIGH/MED,Right,ChampionsLeagueRare,Portugal,Valencia CF,ESP 1,2052,4675.34,4057.0,3778.0,90,91.0,90.0,79,77.0,77.0,85.0,84.0,71.0,69.0,76,77.0,78.0,70.0,77.0,69.0,76.0,83,82.0,77.0,83.0,81.0,86.0,80.0,36,50.0,60.0,24.0,34.0,30.0,70,63.0,76.0,68.0,67.0
Fabián,83,CM,Midfielder,4,4,23,189,70,MED/MED,Left,ChampionsLeagueRare,Spain,Napoli,ITA 1,2127,3897.74,2800.0,3670.0,65,68.0,63.0,78,82.0,79.0,75.0,83.0,67.0,67.0,78,84.0,72.0,59.0,81.0,81.0,75.0,82,72.0,66.0,83.0,85.0,85.0,77.0,74,77.0,67.0,70.0,78.0,75.0,69,46.0,73.0,69.0,68.0
Foster,83,GK,Goalkeeper,1,3,36,193,90,MED/MED,Left,Inform,England,Watford,ENG 1,63,23065.14,20139.0,53180.0,82,,,83,,,,,,,76,,,,,,,84,,,,,,,52,,,,,,82,,,,
Bender,83,RB,Defender,2,3,30,185,81,MED/HIGH,Right,Inform,Germany,Bayer 04 Leverkusen,GER 1,2144,20828.77,20281.5,25129.0,69,69.0,69.0,67,72.0,61.0,77.0,74.0,59.0,54.0,75,78.0,71.0,48.0,81.0,77.0,51.0,75,67.0,66.0,86.0,78.0,73.0,86.0,87,85.0,81.0,90.0,88.0,85.0,80,78.0,81.0,78.0,81.0
Milik,83,ST,Forward,4,3,25,186,78,MED/MED,Left,ChampionsLeagueRare,Poland,Napoli,ITA 1,1980,3348.26,2460.0,8933.0,69,67.0,71.0,85,85.0,88.0,86.0,82.0,78.0,79.0,64,60.0,58.0,84.0,66.0,62.0,74.0,76,67.0,63.0,77.0,81.0,76.0,78.0,39,36.0,80.0,35.0,34.0,32.0,74,64.0,70.0,80.0,67.0
Barella,83,CM,Midfielder,3,3,22,175,68,MED/HIGH,Right,Inform,Italy,Inter,ITA 1,2198,22316.48,20214.0,22250.0,79,81.0,76.0,70,77.0,66.0,76.0,70.0,56.0,77.0,81,78.0,78.0,69.0,85.0,81.0,75.0,83,77.0,86.0,81.0,85.0,83.0,83.0,77,82.0,41.0,78.0,83.0,79.0,73,61.0,87.0,61.0,86.0
Chong,83,RM,Midfielder,4,3,19,185,75,HIGH/HIGH,Left,ScreamTeam,Netherlands,Manchester United,ENG 1,2109,,,,86,84.0,86.0,84,89.0,82.0,92.0,84.0,79.0,69.0,70,72.0,72.0,68.0,68.0,64.0,74.0,86,99.0,68.0,72.0,79.0,92.0,79.0,46,43.0,48.0,44.0,48.0,43.0,78,74.0,80.0,76.0,81.0
Smalling,83,CB,Defender,2,3,29,194,81,MED/HIGH,Right,Inform,England,Roma,ITA 1,1872,20991.07,20303.0,23091.0,72,63.0,78.0,51,49.0,58.0,45.0,37.0,53.0,56.0,61,58.0,54.0,23.0,68.0,67.0,51.0,62,57.0,46.0,79.0,60.0,62.0,70.0,83,81.0,86.0,81.0,85.0,83.0,84,76.0,69.0,91.0,86.0
Benítez,83,GK,Goalkeeper,1,2,26,191,91,MED/MED,Right,Inform,Argentina,OGC Nice,FRA 1,62,20082.24,16111.5,18667.0,83,,,83,,,,,,,77,,,,,,,85,,,,,,,51,,,,,,82,,,,
Vida,83,CB,Defender,2,3,30,184,76,MED/HIGH,Right,Inform,Croatia,Besiktas,TUR 1,1924,21597.62,18568.0,23000.0,78,70.0,83.0,43,46.0,44.0,58.0,23.0,38.0,54.0,63,53.0,69.0,37.0,70.0,64.0,46.0,65,68.0,67.0,79.0,70.0,56.0,83.0,85,83.0,81.0,88.0,81.0,86.0,82,82.0,78.0,80.0,87.0
Ramsey,83,CM,Midfielder,3,3,28,183,76,HIGH/HIGH,Right,ChampionsLeagueRare,Wales,Piemonte Calcio,ITA 1,2163,3437.18,2611.0,3138.0,68,66.0,69.0,77,84.0,75.0,81.0,74.0,79.0,75.0,79,81.0,75.0,66.0,84.0,80.0,70.0,80,73.0,74.0,81.0,83.0,81.0,81.0,68,69.0,58.0,68.0,72.0,68.0,74,66.0,89.0,67.0,74.0
Akanji,83,CB,Defender,2,3,24,187,91,MED/HIGH,Right,ChampionsLeagueRare,Switzerland,Borussia Dortmund,GER 1,1943,5862.85,4900.0,5233.0,78,70.0,85.0,45,33.0,36.0,69.0,48.0,42.0,40.0,68,67.0,53.0,30.0,80.0,79.0,46.0,72,69.0,64.0,84.0,76.0,69.0,80.0,83,81.0,79.0,84.0,84.0,80.0,80,81.0,74.0,84.0,76.0
Tolisso,83,CM,Midfielder,3,3,25,181,81,HIGH/MED,Right,ChampionsLeagueRare,France,Bayern München,GER 1,2215,4036.03,3033.0,3775.0,69,73.0,66.0,77,79.0,75.0,82.0,81.0,62.0,70.0,79,80.0,67.0,73.0,84.0,86.0,66.0,78,75.0,74.0,83.0,82.0,77.0,74.0,76,76.0,82.0,75.0,78.0,71.0,79,83.0,84.0,76.0,81.0
Heaton,83,GK,Goalkeeper,1,3,33,187,92,MED/MED,Right,Inform,England,Aston Villa,ENG 1,62,22280.18,19183.5,59583.0,83,,,82,,,,,,,77,,,,,,,88,,,,,,,59,,,,,,85,,,,
Gueye,83,CDM,Midfielder,3,3,29,174,66,MED/HIGH,Right,ChampionsLeagueRare,Senegal,Paris Saint-Germain,FRA 1,2107,4138.92,2963.0,3663.0,73,74.0,72.0,59,65.0,50.0,80.0,66.0,32.0,54.0,70,65.0,60.0,61.0,79.0,77.0,45.0,78,82.0,80.0,83.0,79.0,76.0,80.0,85,89.0,69.0,84.0,90.0,83.0,78,88.0,90.0,69.0,85.0
Blind,83,CDM,Midfielder,3,3,29,180,72,MED/MED,Left,ChampionsLeagueRare,Netherlands,Ajax,NED 1,2130,3338.98,2450.0,1275.0,54,61.0,48.0,65,66.0,62.0,73.0,65.0,66.0,54.0,80,77.0,80.0,62.0,83.0,83.0,84.0,77,71.0,72.0,85.0,82.0,75.0,83.0,82,86.0,75.0,82.0,84.0,79.0,74,72.0,76.0,74.0,70.0
Rooney,83,CM,Midfielder,3,4,33,176,83,MED/HIGH,Right,MOTM,England,Derby County,ENG 2,2255,25929.71,22325.0,40250.0,70,70.0,70.0,85,83.0,83.0,89.0,83.0,87.0,85.0,83,85.0,75.0,86.0,84.0,85.0,85.0,81,70.0,82.0,87.0,85.0,78.0,93.0,59,59.0,79.0,60.0,57.0,42.0,79,76.0,72.0,81.0,84.0
Haller,83,ST,Forward,3,2,25,190,82,HIGH/MED,Right,OnesToWatch,France,West Ham United,ENG 1,2010,16742.75,16108.0,27827.0,72,68.0,76.0,81,84.0,85.0,81.0,67.0,82.0,91.0,62,75.0,40.0,46.0,76.0,45.0,57.0,76,68.0,53.0,84.0,80.0,76.0,82.0,51,36.0,86.0,39.0,61.0,55.0,82,80.0,72.0,89.0,76.0
Rodrigo,83,ST,Forward,4,3,28,182,77,HIGH/MED,Left,Non-Inform,Spain,Valencia CF,ESP 1,2091,3493.86,2271.5,2220.0,90,88.0,91.0,80,83.0,80.0,83.0,76.0,77.0,77.0,74,77.0,72.0,67.0,80.0,58.0,83.0,81,81.0,74.0,82.0,82.0,82.0,80.0,44,31.0,80.0,44.0,41.0,40.0,70,77.0,74.0,71.0,60.0
Cuadrado,83,RM,Midfielder,5,3,31,179,72,HIGH/MED,Right,Non-Inform,Colombia,Piemonte Calcio,ITA 1,2190,4330.08,3346.0,2883.0,91,90.0,92.0,72,78.0,64.0,84.0,80.0,70.0,65.0,77,76.0,78.0,69.0,81.0,69.0,78.0,87,91.0,81.0,78.0,85.0,90.0,80.0,66,62.0,58.0,63.0,70.0,74.0,67,74.0,74.0,58.0,78.0
Kampl,83,CM,Midfielder,3,4,28,178,67,HIGH/HIGH,Right,Non-Inform,Slovenia,RB Leipzig,GER 1,2107,2623.99,1672.0,880.0,76,83.0,70.0,67,73.0,63.0,69.0,73.0,68.0,64.0,80,82.0,72.0,75.0,84.0,79.0,78.0,85,90.0,82.0,84.0,84.0,86.0,83.0,63,75.0,34.0,65.0,64.0,59.0,62,67.0,90.0,47.0,64.0
Bartra,83,CB,Defender,3,3,28,184,73,HIGH/MED,Right,Non-Inform,Spain,Real Betis Balompié,ESP 1,2074,4551.97,3230.5,2160.0,73,75.0,72.0,61,61.0,55.0,71.0,70.0,43.0,52.0,73,75.0,57.0,51.0,82.0,81.0,66.0,73,71.0,70.0,83.0,78.0,68.0,76.0,82,84.0,80.0,79.0,83.0,82.0,74,87.0,69.0,73.0,80.0
Gueye,83,CDM,Midfielder,3,3,29,174,66,MED/HIGH,Right,Non-Inform,Senegal,Paris Saint-Germain,FRA 1,2107,3717.0,2644.0,1113.0,73,74.0,72.0,59,65.0,50.0,80.0,66.0,32.0,54.0,70,65.0,60.0,61.0,79.0,77.0,45.0,78,82.0,80.0,83.0,79.0,76.0,80.0,85,89.0,69.0,84.0,90.0,83.0,78,88.0,90.0,69.0,85.0
Otamendi,83,CB,Defender,2,3,31,183,81,MED/HIGH,Right,Non-Inform,Argentina,Manchester City,ENG 1,1916,4625.95,3304.5,1700.0,56,55.0,57.0,57,48.0,54.0,69.0,56.0,57.0,45.0,63,53.0,52.0,39.0,75.0,72.0,50.0,61,58.0,58.0,78.0,70.0,51.0,79.0,83,83.0,84.0,82.0,84.0,83.0,78,89.0,65.0,79.0,91.0
Casteels,83,GK,Goalkeeper,1,2,27,197,86,MED/MED,Left,Non-Inform,Belgium,VfL Wolfsburg,GER 1,928,2682.62,1671.0,800.0,83,44.0,46.0,79,15.0,15.0,59.0,18.0,13.0,20.0,79,42.0,15.0,13.0,35.0,37.0,20.0,83,50.0,43.0,82.0,23.0,14.0,40.0,45,16.0,14.0,11.0,19.0,17.0,82,58.0,44.0,72.0,33.0
Jović,83,ST,Forward,3,5,21,182,85,MED/MED,Right,Non-Inform,Serbia,Real Madrid,ESP 1,1965,3051.98,1890.0,1588.0,77,76.0,77.0,82,84.0,86.0,83.0,76.0,84.0,66.0,68,70.0,67.0,46.0,74.0,58.0,77.0,81,78.0,77.0,83.0,83.0,81.0,79.0,29,23.0,79.0,25.0,26.0,16.0,74,75.0,76.0,78.0,62.0
Nani,83,RM,Midfielder,5,5,32,177,70,HIGH/MED,Right,Inform,Portugal,Orlando City SC,USA 1,2088,23690.68,21881.0,64938.0,75,81.0,69.0,80,82.0,72.0,90.0,88.0,80.0,74.0,82,80.0,83.0,83.0,83.0,79.0,89.0,87,85.0,78.0,75.0,88.0,89.0,84.0,41,34.0,68.0,58.0,24.0,22.0,66,37.0,70.0,59.0,84.0
Rashford,83,ST,Forward,5,3,21,186,70,HIGH/HIGH,Right,Non-Inform,England,Manchester United,ENG 1,2141,13480.91,7287.5,5900.0,92,89.0,94.0,82,84.0,81.0,88.0,79.0,76.0,76.0,73,75.0,74.0,76.0,75.0,63.0,82.0,83,86.0,75.0,81.0,83.0,85.0,78.0,45,42.0,72.0,47.0,40.0,33.0,77,72.0,87.0,75.0,73.0
Gonçalo Guedes,83,LM,Midfielder,4,4,22,179,68,HIGH/MED,Right,Non-Inform,Portugal,Valencia CF,ESP 1,2052,4070.99,3170.5,1579.0,90,91.0,90.0,79,77.0,77.0,85.0,84.0,71.0,69.0,76,77.0,78.0,70.0,77.0,69.0,76.0,83,82.0,77.0,83.0,81.0,86.0,80.0,36,50.0,60.0,24.0,34.0,30.0,70,63.0,76.0,68.0,67.0
Jović,83,ST,Forward,3,5,21,182,85,MED/MED,Right,OnesToWatch,Serbia,Real Madrid,ESP 1,1965,34408.23,35665.0,34444.0,77,76.0,77.0,82,84.0,86.0,83.0,76.0,84.0,66.0,68,70.0,67.0,46.0,74.0,58.0,77.0,81,78.0,77.0,83.0,83.0,81.0,79.0,29,23.0,79.0,25.0,26.0,16.0,74,75.0,76.0,78.0,62.0
Akanji,83,CB,Defender,2,3,24,187,91,MED/HIGH,Right,Non-Inform,Switzerland,Borussia Dortmund,GER 1,1943,6261.95,4550.0,3600.0,78,70.0,85.0,45,33.0,36.0,69.0,48.0,42.0,40.0,68,67.0,53.0,30.0,80.0,79.0,46.0,72,69.0,64.0,84.0,76.0,69.0,80.0,83,81.0,79.0,84.0,84.0,80.0,80,81.0,74.0,84.0,76.0
Kirk,83,LW,Forward,3,3,21,178,69,MED/LOW,Right,TOTSSF,England,Crewe Alexandra,ENG 4,2098,26560.18,19375.0,42050.0,88,89.0,86.0,78,84.0,89.0,65.0,69.0,68.0,71.0,81,85.0,82.0,48.0,87.0,75.0,76.0,83,93.0,99.0,68.0,77.0,83.0,72.0,50,36.0,60.0,51.0,53.0,48.0,80,47.0,91.0,85.0,61.0
Illarramendi,83,CDM,Midfielder,3,3,29,179,75,MED/HIGH,Right,Non-Inform,Spain,Real Sociedad,ESP 1,2107,3105.48,1997.5,1206.0,54,62.0,47.0,71,79.0,72.0,69.0,76.0,58.0,50.0,80,86.0,68.0,68.0,85.0,82.0,76.0,79,69.0,73.0,84.0,83.0,78.0,79.0,80,87.0,51.0,83.0,83.0,80.0,71,62.0,73.0,68.0,76.0
Alexander-Arnold,83,RB,Defender,3,4,20,180,69,HIGH/MED,Right,Non-Inform,England,Liverpool,ENG 1,2156,9715.18,7465.0,10583.0,80,79.0,81.0,62,73.0,56.0,76.0,63.0,50.0,55.0,82,78.0,88.0,80.0,81.0,82.0,82.0,78,74.0,74.0,82.0,82.0,76.0,75.0,78,79.0,68.0,76.0,83.0,79.0,70,66.0,83.0,62.0,73.0
Lo Celso,83,CM,Midfielder,4,3,23,177,68,HIGH/MED,Left,Non-Inform,Argentina,Tottenham Hotspur,ENG 1,2185,3321.14,2250.0,1900.0,77,76.0,78.0,78,79.0,80.0,82.0,76.0,69.0,65.0,82,85.0,78.0,71.0,83.0,83.0,82.0,84,83.0,79.0,82.0,86.0,85.0,81.0,65,71.0,57.0,61.0,67.0,62.0,72,63.0,79.0,70.0,72.0
Fabián,83,CM,Midfielder,4,4,23,189,70,MED/MED,Left,Non-Inform,Spain,Napoli,ITA 1,2127,3394.97,2291.5,1442.0,65,68.0,63.0,78,82.0,79.0,75.0,83.0,67.0,67.0,78,84.0,72.0,59.0,81.0,81.0,75.0,82,72.0,66.0,83.0,85.0,85.0,77.0,74,77.0,67.0,70.0,78.0,75.0,69,46.0,73.0,69.0,68.0
Pépé,83,RM,Midfielder,4,3,24,183,73,HIGH/LOW,Left,Non-Inform,Ivory Coast,Arsenal,ENG 1,2050,10694.17,5980.5,4980.0,91,90.0,91.0,81,82.0,82.0,80.0,79.0,70.0,85.0,75,80.0,78.0,72.0,75.0,67.0,79.0,85,91.0,79.0,83.0,82.0,86.0,83.0,33,28.0,57.0,36.0,27.0,25.0,67,68.0,84.0,68.0,43.0
Borja Iglesias,83,ST,Forward,3,3,26,187,86,HIGH/MED,Right,Non-Inform,Spain,Real Betis Balompié,ESP 1,1904,2814.05,1803.5,1286.0,67,65.0,69.0,83,84.0,86.0,83.0,82.0,71.0,79.0,63,71.0,50.0,36.0,71.0,65.0,41.0,77,64.0,72.0,78.0,80.0,77.0,82.0,35,30.0,82.0,32.0,31.0,18.0,82,70.0,76.0,91.0,68.0
João Victor,83,LW,Forward,4,5,25,178,72,MED/MED,Left,WinterRefresh,Brazil,VfL Wolfsburg,GER 1,1975,25152.28,22125.0,20417.0,92,93.0,92.0,85,88.0,88.0,85.0,79.0,67.0,81.0,72,75.0,74.0,37.0,75.0,69.0,75.0,79,85.0,79.0,74.0,79.0,77.0,76.0,38,40.0,66.0,29.0,36.0,34.0,64,37.0,84.0,67.0,34.0
Delaine,83,LB,Defender,3,5,27,180,70,HIGH/MED,Right,SBCReward,France,FC Metz,FRA 1,2147,,,,92,88.0,94.0,59,82.0,55.0,69.0,56.0,40.0,53.0,79,80.0,84.0,50.0,80.0,74.0,75.0,82,79.0,75.0,82.0,84.0,82.0,71.0,74,72.0,70.0,74.0,75.0,76.0,81,86.0,90.0,77.0,74.0
